M/Z,Intensity
1780.9771,51612
1781.46838,6503
1783.81168,4000
1783.9739,7658
1784.10331,9758
1784.35059,28167
1784.97386,26156
1785.05244,3099
1785.97752,27055
1786.05688,2552
1786.74813,40634
1786.98137,11000
1787.0745,3027
1787.98421,2040
1788.76767,129593
1789.89574,51097
1790.14377,2604
1790.9754,33411
1791.97859,29346
1792.55735,64816
1792.88877,10297
1792.98163,8570
1793.96917,10078
1794.97229,8531
1795.39289,108605
1795.72344,3155
1795.97507,75045
1797.04297,2816
1798.04521,2173
1798.43882,1687
1798.73731,2939
1800.86978,35357
1801.25806,135954
1801.59245,121714
1801.87252,33488
1802.00289,34602
1802.8754,11428
1803.00259,59159
1803.31063,3063
1804.0063,31068
1804.12033,5978
1804.94362,3732
1805.00712,4111
1807.16189,12425
1807.49847,189738
1807.75175,101630
1808.84961,1853
1810.04349,45823
1811.49235,7927
1812.93452,19413
1813.14004,62029
1813.44342,4005
1813.69676,14290
1814.06387,23351
1815.06887,27316
1815.83461,2623
1815.94184,2839
1816.17462,54459
1816.94275,2004
1818.09102,150324
1818.9137,12725
1819.25619,27667
1819.68401,124330
1819.74959,11146
1821.83467,52766
1822.17564,11636
1824.75825,3792
1824.93569,3489
1825.27914,39383
1825.70894,4418
1826.40802,4479
1827.87412,101765
1828.07228,19548
1828.21823,16751
1829.07137,12792
1830.07312,1770
1830.82283,55843
1830.99572,58157
1831.16763,27903
1831.34071,9544
1831.7742,139183
1832.90363,5718
1833.11592,48580
1833.95314,2458
1834.30083,64019
1836.91576,3521
1837.09597,19429
1837.27058,42888
1837.87938,6611
1839.90006,43307
1840.07208,5277
1840.97185,18804
1841.57215,2401
1841.97495,15078
1842.08321,34285
1843.08601,31275
1843.27459,84656
1843.99421,13286
1844.08985,11604
1844.99708,12277
1845.31415,1868
1846.05922,48785
1846.41006,2159
1848.39186,71172
1849.06618,6021
1849.24331,7917
1850.21359,3097
1852.6147,4640
1855.28939,131737
1855.6431,15041
1855.78065,20272
1856.00333,48026
1856.10785,28093
1856.44611,6986
1856.78502,20031
1857.00735,46698
1857.11208,26046
1857.789,4605
1858.01165,17957
1858.11628,9535
1858.50336,14547
1859.01606,2565
1860.79518,2371
1860.93155,2298
1861.55269,42197
1861.73132,5157
1861.91658,8341
1862.71534,18760
1862.94649,1697
1863.9241,52176
1864.61042,18216
1864.79108,10261
1864.9649,1721
1865.66723,3880
1869.02563,2348
1869.14343,2973
1869.92535,8107
1870.10004,3544
1870.92826,19770
1871.11764,43121
1871.93328,1870
1872.66714,2437
1874.20811,130085
1874.42773,130362
1875.38687,75228
1877.30798,94051
1877.49041,24391
1879.71934,77177
1880.88356,19159
1881.78714,9237
1881.88673,19149
1882.88932,5310
1883.90399,15216
1884.11619,15448
1885.11906,15174
1886.12147,5204
1886.66963,11594
1886.91732,116412
1887.03581,19996
1887.91999,112126
1888.23094,38218
1888.92279,56965
1889.92519,14103
1890.88083,6817
1891.88353,6831
1892.89162,2095
1893.51734,144995
1893.92206,1811
1895.78433,2291
1896.31004,15340
1897.17554,7579
1898.13183,14051
1899.13421,13583
1899.83082,3101
1900.03992,4459
1900.13731,5060
1900.83397,2929
1901.25293,5223
1902.85673,29481
1903.22837,28544
1903.8969,7869
1903.97832,5587
1904.83028,6695
1904.92303,4943
1904.98065,6581
1906.05022,40389
1906.12338,35197
1906.65205,180912
1907.12605,33227
1907.83188,4120
1908.12989,14111
1909.82002,19871
1909.94721,43308
1910.9499,40878
1911.1863,3522
1911.95175,17732
1912.12766,96901
1912.66119,30506
1912.95319,3040
1913.03792,6797
1913.96006,2232
1916.45759,3626
1919.31985,67560
1919.50727,6320
1919.6989,6190
1921.1293,3992
1921.33001,5942
1922.95498,30502
1923.18307,9486
1923.98139,6946
1924.9755,7334
1925.833,11704
1925.97667,6129
1926.21581,30363
1926.94489,3411
1927.84794,4389
1928.75439,135623
1929.10564,6282
1929.29856,4988
1929.48977,8930
1929.68153,22524
1930.11815,6493
1930.62182,7632
1930.91058,6211
1931.9131,5209
1932.58257,9965
1932.9681,21773
1935.87917,42505
1936.25877,8127
1938.11779,7731
1939.16945,5585
1939.37849,3757
1940.00367,56378
1940.17123,5067
1942.70028,75414
1943.08864,25675
1945.67277,102240
1946.02898,27821
1946.22594,51811
1947.5734,3371
1948.27971,53571
1949.11694,5344
1949.56894,34996
1949.96081,24582
1952.92209,25335
1953.11961,11539
1953.31597,45380
1953.66602,22458
1955.1913,10630
1960.06198,7503
1960.2603,6786
1962.14497,6184
1962.8907,6511
1963.25503,56346
1963.45452,39287
1966.51162,3227
1966.85504,1873
1969.15333,4176
1970.27034,98732
1970.64236,3888
1972.58918,8309
1973.89746,83045
1974.54285,42702
1976.21275,3556
1977.33628,29507
1980.41593,223694
1980.98891,29371
1982.17483,2017
1982.38487,11155
1983.31986,60489
1984.45272,88019
1987.92987,8864
1988.13197,20815
1988.30541,33140
1990.28915,28342
1990.48046,3273
1990.88892,3398
1991.02482,3502
1991.61815,2113
1992.02653,3356
1992.27778,22887
1995.1217,5516
1997.69123,28745
1998.25705,214075
1998.84007,53279
1999.86903,4560
